2.364706860000000000e+08,-7.242539405822753906e+00,-5.422324657440185547e+00,4.782854080200195312e+00,1.000000000000000000e+00
2.364707060000000000e+08,-7.247329235076904297e+00,-5.446274757385253906e+00,4.950505733489990234e+00,1.000000000000000000e+00
2.364707260000000000e+08,-6.909631729125976562e+00,-6.109694957733154297e+00,4.332590579986572266e+00,1.000000000000000000e+00
2.364707450000000000e+08,-6.370752334594726562e+00,-6.435417652130126953e+00,4.330195426940917969e+00,1.000000000000000000e+00
2.364707650000000000e+08,-6.258186340332031250e+00,-5.776787281036376953e+00,4.342170715332031250e+00,1.000000000000000000e+00
2.364707850000000000e+08,-6.591094017028808594e+00,-5.479804992675781250e+00,4.871469974517822266e+00,1.000000000000000000e+00
2.364708060000000000e+08,-7.177873611450195312e+00,-5.295388221740722656e+00,4.969665527343750000e+00,1.000000000000000000e+00
2.364708260000000000e+08,-7.055727958679199219e+00,-5.400769233703613281e+00,4.799619197845458984e+00,1.000000000000000000e+00
2.364708460000000000e+08,-6.495293140411376953e+00,-5.544470310211181641e+00,4.473896503448486328e+00,1.000000000000000000e+00
2.364708650000000000e+08,-6.327641963958740234e+00,-5.252277851104736328e+00,4.414021015167236328e+00,1.000000000000000000e+00
2.364708850000000000e+08,-6.045029640197753906e+00,-4.854704856872558594e+00,4.605622768402099609e+00,1.000000000000000000e+00
2.364709050000000000e+08,-5.316943645477294922e+00,-4.742138862609863281e+00,4.512217044830322266e+00,1.000000000000000000e+00
2.364709250000000000e+08,-5.139712333679199219e+00,-4.667893409729003906e+00,4.184099197387695312e+00,1.000000000000000000e+00
2.364709450000000000e+08,-5.851032733917236328e+00,-4.517006874084472656e+00,4.033213138580322266e+00,1.000000000000000000e+00
2.364709650000000000e+08,-6.624624252319335938e+00,-4.461921691894531250e+00,4.562512397766113281e+00,1.000000000000000000e+00
2.364709850000000000e+08,-7.175478935241699219e+00,-5.082231521606445312e+00,4.528982162475585938e+00,1.000000000000000000e+00
2.364710050000000000e+08,-6.861731052398681641e+00,-6.389912605285644531e+00,3.853586673736572266e+00,1.000000000000000000e+00
2.364710250000000000e+08,-5.554050445556640625e+00,-7.472461223602294922e+00,2.965034246444702148e+00,1.000000000000000000e+00
2.364710450000000000e+08,-5.664221286773681641e+00,-6.459367752075195312e+00,2.110012292861938477e+00,1.000000000000000000e+00
2.364710650000000000e+08,-7.122788429260253906e+00,-6.492898464202880859e+00,2.426154851913452148e+00,1.000000000000000000e+00
2.364710850000000000e+08,-8.883128166198730469e+00,-7.228169441223144531e+00,3.491938591003417969e+00,1.000000000000000000e+00
2.364711050000000000e+08,-9.879455566406250000e+00,-5.652246475219726562e+00,3.247646570205688477e+00,1.000000000000000000e+00
2.364711250000000000e+08,-9.472302436828613281e+00,-4.610412597656250000e+00,6.945556998252868652e-01,1.000000000000000000e+00
2.364711450000000000e+08,-6.516848564147949219e+00,-5.853427886962890625e+00,-1.116079092025756836e+00,1.000000000000000000e+00
2.364711650000000000e+08,-4.021237850189208984e+00,-7.599397182464599609e+00,-1.377136230468750000e+00,1.000000000000000000e+00
2.364711850000000000e+08,-3.113525629043579102e+00,-7.745493412017822266e+00,-1.460961997509002686e-01,1.000000000000000000e+00
2.364712050000000000e+08,-2.797382831573486328e+00,-6.514453411102294922e+00,-7.903564721345901489e-02,1.000000000000000000e+00
2.364712250000000000e+08,-4.378096103668212891e+00,-6.780300617218017578e+00,2.945874035358428955e-01,1.000000000000000000e+00
2.364712450000000000e+08,-7.335945129394531250e+00,-7.774233818054199219e+00,1.975891232490539551e+00,1.000000000000000000e+00
2.364712650000000000e+08,-7.304810047149658203e+00,-7.458091259002685547e+00,2.011816501617431641e+00,1.000000000000000000e+00
2.364712850000000000e+08,-6.028264522552490234e+00,-5.760022163391113281e+00,-1.496887326240539551e+00,1.000000000000000000e+00
2.364713050000000000e+08,-7.082073211669921875e+00,-5.240303039550781250e+00,-2.957849264144897461e+00,1.000000000000000000e+00
2.364713250000000000e+08,-9.019643783569335938e+00,-6.234236240386962891e+00,-1.750759363174438477e+00,1.000000000000000000e+00
2.364713440000000000e+08,-7.094048023223876953e+00,-8.032896041870117188e+00,-3.333867311477661133e+00,1.000000000000000000e+00
2.364713640000000000e+08,-2.998564481735229492e+00,-6.885681629180908203e+00,-2.874023616313934326e-01,1.000000000000000000e+00
2.364713840000000000e+08,-1.518442392349243164e+00,-3.412903070449829102e+00,1.528022527694702148e+00,1.000000000000000000e+00
2.364714040000000000e+08,-1.820214867591857910e+00,-2.644101619720458984e+00,1.274150490760803223e+00,1.000000000000000000e+00
2.364714240000000000e+08,-2.969824314117431641e+00,-5.860612869262695312e+00,1.065783739089965820e+00,1.000000000000000000e+00
2.364714440000000000e+08,-5.194797515869140625e+00,-1.175715160369873047e+01,1.827399969100952148e+00,1.000000000000000000e+00
2.364714640000000000e+08,-7.376660346984863281e+00,-1.999362373352050781e+01,2.747087478637695312e+00,1.000000000000000000e+00
2.364714840000000000e+08,-9.460327148437500000e+00,-2.660627365112304688e+01,2.500400543212890625e+00,1.000000000000000000e+00
2.364715040000000000e+08,-9.333391189575195312e+00,-2.184736824035644531e+01,-5.412744283676147461e-01,1.000000000000000000e+00
2.364715240000000000e+08,-5.470224857330322266e+00,-1.140747833251953125e+01,1.250200271606445312e+00,1.000000000000000000e+00
2.364715440000000000e+08,-4.677473545074462891e+00,-7.855664253234863281e+00,2.814148187637329102e+00,1.000000000000000000e+00
2.364715640000000000e+08,-5.870193004608154297e+00,-7.352710247039794922e+00,2.387834548950195312e+00,1.000000000000000000e+00
2.364715860000000000e+08,-5.982758998870849609e+00,-7.558681964874267578e+00,1.120869159698486328e+00,1.000000000000000000e+00
2.364716060000000000e+08,-5.010381221771240234e+00,-8.107141494750976562e+00,2.395019633695483208e-03,1.000000000000000000e+00
2.364716260000000000e+08,-4.691843509674072266e+00,-8.705896377563476562e+00,1.437011808156967163e-01,1.000000000000000000e+00
2.364716460000000000e+08,-4.840334892272949219e+00,-8.818462371826171875e+00,2.874023467302322388e-02,1.000000000000000000e+00
